Ax,Ay,Az
-0.043125,-0.036161,-0.022885
-0.029881,0.030458,0.013284
0.00228,0.049506,-0.037561
0.018705,-0.0043224,-0.13022
0.006981,-0.041206,-0.14147
-0.021492,-0.032111,-0.062486
-0.035845,-0.020678,0.027297
-0.012238,-0.043632,0.083191
0.02579,-0.081451,0.090995
0.040183,-0.051804,0.045264
0.031276,0.057464,-0.0046469
0.016618,0.1338,-0.011188
0.0019033,0.12182,-0.02162
-0.0010368,0.073162,-0.056643
0.014263,0.047315,-0.034032
0.016921,0.11721,0.041454
-0.0062513,0.27697,0.076012
-0.0072026,0.32988,0.094689
0.022373,0.16039,0.14855
0.019866,-0.0073823,0.15863
-0.013948,0.034978,0.060267
-0.017849,0.12715,-0.094236
0.0072992,0.11101,-0.20654
0.029967,0.1272,-0.18701
0.046875,0.23838,-0.044364
0.050101,0.26141,0.077979
0.04187,0.11088,0.086811
0.049219,-0.040969,0.041633
0.068307,-0.0056044,-0.01397
0.068536,0.12465,-0.0835
0.052661,0.12559,-0.088772
0.036532,0.023112,-0.01468
0.012109,-0.021298,-0.017409
-0.0058074,0.016213,-0.13063
0.012842,0.074002,-0.18074
0.02965,0.085107,-0.11888
-0.012168,0.050659,-0.067046
-0.073264,0.046258,-0.051497
-0.07297,0.070625,-0.016448
-0.018658,0.075319,0.0097937
0.010479,0.069408,-0.0091242
-0.0037316,0.040972,-0.036666
0.00073261,-0.032288,-0.056453
0.024198,-0.074799,-0.077124
-0.0019913,-0.027058,-0.072435
-0.052343,0.022602,-0.038319
-0.0433,0.019532,-0.015943
0.0045222,0.042228,-0.026599
0.031246,0.096002,-0.06739
0.036344,0.11167,-0.12744
0.021034,0.11114,-0.16635
-0.0078389,0.1322,-0.13462
-0.011715,0.14016,-0.039921
0.0125,0.097739,0.036918
0.028389,0.022975,0.035087
0.011374,-0.022841,-0.01485
-0.030024,-0.014824,-0.073172
-0.054474,-0.011642,-0.12654
-0.046881,-0.095331,-0.10666
-0.035475,-0.2515,0.019871
-0.027507,-0.29517,0.12709
-0.018061,-0.096833,0.12211
-0.014548,0.13165,0.095781
-0.007578,0.13838,0.10092
0.0062082,0.048517,0.063311
0.0045983,0.065135,0.0038439
-0.01545,0.11324,0.015431
-0.031856,0.088836,0.057355
-0.033619,0.032858,0.051122
-0.024176,-0.015303,0.021534
-0.0083437,-0.025816,-0.0025926
0.0067462,0.019381,-0.026987
0.010823,0.061821,-0.021762
-0.0031003,0.060133,0.026803
-0.027812,0.037702,0.068031
-0.042453,0.028122,0.080263
-0.037436,0.054783,0.098031
-0.025367,0.070056,0.11129
-0.026248,0.00023744,0.07152
-0.049609,-0.09019,-0.0017216
-0.066186,-0.061849,-0.039102
-0.039599,0.054139,-0.034369
-0.0026355,0.078791,-0.036275
-0.0014619,-0.0050619,-0.056194
-0.0086244,-0.015284,-0.080808
0.0036065,0.10922,-0.10843
0.0077566,0.2379,-0.10832
-0.0050041,0.2381,-0.05179
-0.00066953,0.073856,0.039967
0.030283,-0.095839,0.13794
0.053855,-0.059108,0.20311
0.053026,0.075556,0.21853
0.042525,0.063759,0.22921
0.025623,-0.036948,0.19274
0.0014023,-0.045638,0.01715
-0.01985,0.037254,-0.16096
-0.026549,0.088247,-0.14469
-0.002599,0.011863,-0.027981
0.033759,-0.10112,0.025842
0.031934,-0.079133,0.057776
0.0037579,0.0031879,0.10135
-0.0079642,-0.018476,0.084595
-0.020143,-0.067179,0.011198
-0.035132,-0.035948,-0.054028
-0.013982,0.0029591,-0.079907
0.023231,-0.0039465,-0.057229
0.035602,-0.0087054,-0.021322
0.038485,0.01419,-0.017275
0.041896,0.041888,-0.019536
0.032583,0.041828,0.0078821
0.021784,-0.0062975,0.03111
0.018704,-0.10132,0.0017404
0.0066086,-0.21301,-0.045139
-0.019025,-0.23948,-0.034039
-0.034292,-0.097005,0.013679
-0.016307,0.077635,0.028413
0.031897,0.091017,0.020286
0.075982,0.027284,0.026578
0.06804,0.047337,0.075574
0.0078659,0.085862,0.17647
-0.038168,0.062807,0.20744
-0.031596,0.033122,0.055942
-0.010549,0.035429,-0.12055
-0.0094033,0.077168,-0.12341
-0.020183,0.128,-0.03301
-0.033971,0.096489,0.010978
-0.043155,0.00042752,0.038476
-0.033668,-0.032146,0.061457
-0.012979,0.0097383,0.029871
-0.0051792,0.0022086,0.0095009
-0.0086312,-0.11885,0.060718
0.0019812,-0.21503,0.085434
0.019925,-0.124,0.031242
0.015445,0.013461,-0.01658
-0.00029834,-0.0078773,-0.036119
-0.011575,-0.048819,-0.077817
-0.026228,0.023705,-0.10857
-0.011318,0.055696,-0.067281
0.060534,0.01375,0.0073665
0.13834,0.012063,0.023187
0.16233,0.025175,-0.024636
0.11423,0.040995,-0.032236
0.029196,0.080031,0.026758
-0.00056437,0.059045,0.039722
0.044255,-0.012475,-0.021253
0.056041,-0.035179,-0.057867
0.00073781,-0.023161,-0.042008
-0.025349,-0.0063817,-0.027915
9.32E-05,0.025725,-0.038723
0.01656,0.042034,-0.049775
0.02424,0.031177,-0.039461
0.035071,0.015403,-0.019197
0.032248,-0.0046949,-0.013374
0.030866,-0.015621,-0.056015
0.034896,0.00044157,-0.13104
0.027214,0.030761,-0.11727
0.024706,0.04875,0.012513
0.025278,0.014316,0.084127
0.0060987,-0.063417,0.026725
-0.0052962,-0.096536,-0.017276
0.0048142,-0.050544,0.015631
-0.0020573,0.03311,0.041276
-0.025746,0.10407,0.027037
-0.036425,0.059145,0.00448
-0.035451,-0.12117,-0.017442
-0.02512,-0.2001,-0.013796
-0.0060235,-0.023789,0.04973
0.0051839,0.16275,0.13662
0.0073107,0.13683,0.15729
0.0096546,0.070485,0.06223
0.0076766,0.11646,-0.088509
0.0012087,0.12163,-0.18453
0.00047658,0.017522,-0.18684
0.007219,-0.049989,-0.10254
0.01668,-0.037981,0.033943
0.024844,-0.025856,0.1069
0.025435,-0.05092,0.057579
0.026994,-0.084348,-0.019727
0.039591,-0.047066,-0.05687
0.027952,0.054129,-0.064575
-0.025485,0.059916,-0.02056
-0.048583,-0.090108,0.066494
0.0012449,-0.23719,0.10423
0.052784,-0.22896,0.072039
0.050695,-0.078372,0.047152
0.03118,0.059887,0.027469
0.02936,0.045776,-0.04499
0.025673,-0.033107,-0.11511
0.00049855,-0.017196,-0.091108
-0.025233,0.017463,-0.0060927
-0.027163,-0.035774,0.032406
-0.018166,-0.075548,-0.018437
-0.019147,-0.023274,-0.085375
-0.016702,0.045324,-0.075134
0.010941,0.050891,-0.012691
0.042975,-0.007883,0.012396
0.038824,-0.07446,-0.0021448
0.012231,-0.095267,-0.00037215
0.018715,-0.072329,0.015394
0.059164,-0.038343,0.0069825
0.083073,-0.011951,-0.011992
0.071864,-0.007364,-0.0025862
0.027406,-0.039057,0.014207
-0.041905,-0.074693,-0.0082237
-0.079108,-0.059244,-0.060789
-0.043194,-0.0083244,-0.11361
0.015816,0.01704,-0.14832
0.026843,0.0090634,-0.13377
-0.015626,0.015495,-0.091498
-0.055263,0.06937,-0.099564
-0.048967,0.13166,-0.12818
-0.014711,0.12336,-0.07239
0.011291,0.051879,0.024255
0.013067,0.010472,0.036482
0.0027467,0.010795,-0.020957
0.0076811,-0.0086673,-0.067449
0.02127,-0.022955,-0.095493
0.024437,0.022885,-0.088446
0.033708,0.083104,-0.018809
0.051192,0.093241,0.046718
0.049135,0.070199,0.063234
0.024665,0.063666,0.083968
-0.0010386,0.088992,0.090721
-0.0032076,0.11119,0.03125
0.019121,0.089264,-0.021077
0.019012,0.054223,-0.0099711
-0.016804,0.055584,0.0088226
-0.02948,0.045884,0.0048794
-0.009958,-0.014225,-0.011358
-0.011741,-0.043864,-0.0332
-0.039759,-0.0037462,-0.037234
-0.05565,0.037597,-0.016056
-0.045315,0.059878,0.019926
-0.022552,0.081289,0.064764
-0.012055,0.078522,0.083776
-0.030303,0.065217,0.043258
-0.053401,0.084391,-0.022513
-0.028227,0.10879,-0.054098
0.042037,0.1002,-0.04628
0.071789,0.074052,-0.026552
0.018811,0.038152,-0.015357
-0.039216,0.024927,-0.027326
-0.031817,0.12562,-0.032435
0.00087289,0.30317,0.0078028
0.011643,0.34526,0.043534
0.022234,0.18661,0.023779
0.035884,0.039264,-0.0089316
0.024042,0.042131,-0.011023
0.0014393,0.074402,0.0039826
-0.0030734,0.051877,0.004784
0.0058559,0.03861,-0.019905
0.016367,0.019013,-0.045973
0.028267,-0.047661,-0.051984
0.04101,-0.066916,-0.041024
0.037536,0.028232,-0.0083833
0.0096322,0.1602,0.029368
-0.0087434,0.2138,0.017784
0.00034466,0.16987,-0.033593
-0.0026325,0.19767,-0.081027
-0.024346,0.46679,-0.19217
0.02251,0.62723,-0.34802
0.18997,-0.10918,-0.2298
0.3201,-1.498,0.25372
0.20933,-1.7124,0.5724
-0.010326,-0.13039,0.45516
-0.046473,1.0881,0.33284
0.026613,0.57409,0.19957
-0.032738,-0.21495,-0.29037
-0.12186,-0.19318,-0.49921
-0.04564,-0.021368,0.084608
0.077071,-0.1031,0.50887
0.071666,-0.17315,0.15805
-0.0024952,-0.082117,-0.22929
-0.032009,0.076331,-0.19075
-0.0092465,0.099865,-0.05129
0.030932,0.042146,-0.017631
0.046252,0.11365,-0.023997
0.029882,0.24722,-0.016082
0.020731,0.28199,-0.0026684
0.0090906,0.1632,-0.020304
-0.0221,-0.019302,-0.06301
-0.037576,-0.036269,-0.09092
-0.034213,0.072913,-0.10814
-0.018374,0.0608,-0.12915
0.01585,0.0077206,-0.13783
0.017924,0.064023,-0.11789
-0.016362,0.07749,-0.045874
-0.0010439,-0.025477,0.045013
0.052338,-0.082484,0.04472
0.040315,-0.04048,-0.038205
-0.028417,-0.017537,-0.091811
-0.047988,-0.063477,-0.078929
0.0095851,-0.081121,0.040365
0.066586,0.0022314,0.24131
0.057776,0.11097,0.28504
0.0099034,0.156,0.083952
-0.019949,0.14548,-0.092224
-0.034555,0.10174,-0.090274
-0.047181,0.044784,-0.05701
-0.034867,0.025218,-0.074307
-0.019403,0.051634,-0.0935
-0.039494,0.074016,-0.12259
-0.047827,0.05728,-0.15683
-0.0028699,0.021691,-0.13395
0.044049,0.024275,-0.081744
0.052445,0.059299,-0.064658
0.044766,0.04086,-0.040638
0.037713,-0.028928,0.0047598
0.025365,-0.047716,-0.0049964
0.015007,-0.0011464,-0.031537
0.01042,0.03803,0.0084378
-0.0037421,0.049962,0.022886
-0.02825,0.052276,-0.049512
-0.077087,0.052084,-0.093326
-0.17722,0.059589,-0.08553
-0.23783,0.057772,-0.10291
-0.13524,0.031915,-0.09696
0.025328,0.026577,-0.0047899
0.062327,0.049612,0.12422
0.01492,0.027675,0.22131
-0.020498,-0.07717,0.19748
-0.049833,-0.20816,0.024774
-0.048179,-0.22836,-0.10013
-0.0089076,-0.053278,-0.032963
-0.0037699,0.14537,0.054881
-0.021085,0.13271,0.036281
-0.010258,-0.00052104,0.0081326
-0.010319,-0.021374,-0.01693
-0.033398,0.043419,-0.079437
-0.029163,0.04124,-0.10041
0.004292,-0.0058041,-0.059092
0.033119,0.028877,-0.024956
0.039456,0.13555,-0.00018026
0.024442,0.16858,0.036538
0.013452,0.10356,0.077771
0.024374,0.072921,0.1455
0.049543,0.13079,0.25669
0.07823,0.23895,0.30959
0.077481,0.3466,0.17459
0.029672,0.33502,-0.035403
-0.0008866,0.16034,-0.082581
